2.378626	-0.17094533891739 0.00264481283248171 -21.0609081825715 0.00139044860850682 0.0098985462655123 -0.00618712118599548 0.999930900095565
2.48201	-0.228356936230776 -0.030403437762171 -21.931034244763 0.000792527371333078 0.0111349976688686 -0.00623846180224949 0.999918229317589
2.585514	-0.225749249543054 0.0103859649129597 -22.7995389556797 0.00151722523727607 0.0113749016098338 -0.0063591899370886 0.999913931468249
2.689023	-0.227784037989117 0.0452465670368179 -23.6399903938282 0.002318028133449 0.01164689728776 -0.00594101558945312 0.999911836545056
2.793694	-0.254770685586574 0.126748082958843 -24.489516673916 0.00390587406249146 0.0121903767577402 -0.00663360760286448 0.999896061654652
2.896139	-0.260557647370614 0.161429723344256 -25.3158850603705 0.00456342953715741 0.012393305295887 -0.00645629434640802 0.999891942840833
2.999556	-0.276598796590503 0.139692683764091 -26.147838138202 0.00403131450397869 0.0128099844983738 -0.0059067423189369 0.999892375806366
3.103545	-0.318254966890213 0.0835413009553958 -26.9711869900605 0.00291275506690728 0.0135183630651085 -0.00548277189059744 0.999889348343283
3.206573	-0.332224671495705 0.00295141338621248 -27.7615041774233 0.00159893945298137 0.0139171262959446 -0.00512541520635945 0.999888737363938
3.310078	-0.427287537250233 -0.0411799409272685 -28.5634117410044 0.00104832228146287 0.0153619512247267 -0.00403022228499572 0.999873326368544
3.413963	-0.409830101506158 -0.0340904800277405 -29.3502717249362 0.0010811272400039 0.0153207347309657 -0.00411450022992434 0.999873580578591
3.517076	-0.500162170094069 -0.0455706191510571 -30.1362462313351 0.00084963719982378 0.016787234235988 -0.00359055848998353 0.999852276475413
3.620721	-0.538853235109994 -0.0163075217448796 -30.8935329697515 0.00108847905464139 0.0174775773659257 -0.00502585415281895 0.999834031373608
3.724674	-0.599277737476147 -0.00656123838791701 -31.6612056269614 0.00136867398356747 0.0184992450493729 -0.00517650174642992 0.999814537048646
3.827725	-0.683889532429797 0.0169448075318997 -32.4198680293224 0.0019408061840599 0.0196857321111665 -0.00503311028742231 0.999791664809943
3.931241	-0.746066408942939 0.0600845814247165 -33.1551425878003 0.00261139835622247 0.0207328206853777 -0.00432597702045366 0.999772282406285
4.034871	-0.787814050716336 0.0576314093188678 -33.8717272887437 0.002603560421985 0.0214696923578972 -0.00346401272564385 0.999760108425528
4.142151	-0.905752030173919 0.107586707234084 -34.535026571071 0.00296290555828439 0.023143810469865 -0.00239506994254184 0.999724886590085
4.243437	-0.958988014305018 0.0634837495844997 -35.260248725656 0.0024441972484516 0.0239547266940802 -0.00129425142792614 0.999709218664139
4.345966	-0.957444344821805 0.0833539070906954 -35.9653656803352 0.00279923764754779 0.024161070145815 -0.00146099482556643 0.999703092148925
4.449183	-0.956184684965048 0.103718879401048 -36.6704690819798 0.0031542774966716 0.0243674088505713 -0.00162773793616184 0.999696769219844
4.552519	-0.959275109494745 0.127174267503431 -37.3476483938877 0.00342056481890208 0.0244998981558685 -0.000209684363335401 0.999693958548885
4.656235	-0.886721483215792 0.0429424901799761 -38.0035551802416 0.00228121772595444 0.0237258852176239 0.00141348308024317 0.999714899599835
4.760815	-0.822043911301995 -0.0520134209943323 -38.6672793069387 0.000917461712332721 0.0229153352945366 0.00242138327678963 0.999734055924561
4.863788	-0.765579391051017 -0.138445041852139 -39.3193729248609 -0.000120171298045552 0.0220976856482969 0.0025975245890923 0.999752434712643
4.966824	-0.633179083458083 -0.115154587686242 -39.9623048588567 0.000203552079708758 0.0204859916364784 0.0030632806298486 0.999785426491607
5.073257	-0.46774092351271 -0.0196823591765688 -40.5928805537275 0.00137145915225255 0.0186244552479015 0.00574350957947561 0.999809112213038
5.174268	-0.278427190528991 0.126428507806421 -41.1810913576127 0.00303546153001321 0.016449653832475 0.00811749038257591 0.999827135664951
5.277498	-0.138295437280878 0.224216727917923 -41.7974084755094 0.00407126455884805 0.0147558788775841 0.00991730709521013 0.999833654096231
5.381142	0.0896413009311527 0.229062596316581 -42.3826158594632 0.0041180667562539 0.012106558695773 0.0119355378920987 0.999846996143892
5.484644	0.340018590668973 0.326369800546665 -42.9575830589724 0.00516551438788041 0.00920036863855286 0.0137942180552832 0.999849183740361
5.588095	0.631748849767247 0.351906591345089 -43.4991768328029 0.00544140729595729 0.00592624017196075 0.0164396933267167 0.999832489593826
5.691619	0.912052547499727 0.345198911002415 -44.0220496470788 0.00525453726574325 0.0026693265965847 0.0177207417891683 0.999825604715185
5.795223	1.24421351618964 0.392127724653228 -44.5188110114027 0.00558019147019157 -0.00106037711390687 0.0194536050047337 0.9997946260687
5.898736	1.56687430033815 0.368524707592228 -45.0018909637263 0.00522431276648248 -0.00468886008814856 0.021602277877769 0.999741998086348
6.002373	1.89435423887239 0.242810375804821 -45.470659760706 0.00375915361982085 -0.00830321040311956 0.0236890890345191 0.999677824362319
6.10587	2.25973964773278 0.131109335844934 -45.9165302649308 0.00237662168664199 -0.0122447784640451 0.0249135236088762 0.999611791352581
6.209506	2.64316477472394 0.140286006581598 -46.3298589390849 0.00231473168273258 -0.0163168595636427 0.0249259269055081 0.999553450436303
6.313021	2.97859842227939 0.219897797796408 -46.7064078600819 0.00308737435714189 -0.0200843689191774 0.0244763973997702 0.999493868022724
6.416516	3.33296314043356 0.297016264607298 -47.0662502639539 0.0037366550268503 -0.0239542322874696 0.0255752887971196 0.999378875486005
6.524037	3.82856474381642 0.309119939513536 -47.3830815024595 0.00370181973181053 -0.0290239790833674 0.027106928974419 0.999204243170743
6.623722	4.12991702702354 0.271926089589591 -47.7055920224071 0.0031744924317992 -0.032498893257959 0.0294685113058211 0.999032207376833
6.727294	4.22067054189102 0.383180222960539 -47.8528798948544 0.00386532778045843 -0.034046054698257 0.0295288501676976 0.998976462389583
6.830809	4.74832939574606 0.444275313111235 -48.08509805428 0.00431277187485685 -0.0394077197114383 0.0293976474728312 0.998781362435725
6.934429	5.28741278436548 0.366347565761004 -48.3083228695008 0.00340829629865736 -0.0450172777413521 0.0287862293871986 0.998565561802912
7.038067	5.94936018792463 0.221465814132491 -48.5455561181894 0.00172935829838394 -0.0518466051574742 0.0289377063061147 0.998234215005307
7.141701	6.53715505919623 0.0503519053944521 -48.7328365051261 -0.00017122786348686 -0.058103198008771 0.0290888091349377 0.997886682066297
7.24533	7.38602354477987 0.00139858801338465 -48.8849219637188 -0.000966340367354862 -0.0665903984575937 0.0299240357439823 0.997331107057404
7.3533	8.18572845100092 0.0198126926610687 -49.0091805771753 -0.00112610009680392 -0.0748492327248638 0.0306122388969547 0.996724242249975
7.452592	9.06680337250205 0.0205399634537059 -49.1053327453136 -0.00141235877750978 -0.0838108460326513 0.0311116890575626 0.995994884592266
7.55658	9.95993689859721 0.0156812988698988 -49.1904791411264 -0.00169386562512059 -0.0929891453657827 0.0307545621246704 0.995190588064369
7.663357	10.9062509321549 0.0466796361519738 -49.2282230742958 -0.00162083100759646 -0.102770562162374 0.0302001634656327 0.994245208480445
7.763356	11.978166123295 -0.000100230644174351 -49.2685669882743 -0.00233270551547544 -0.113595030606307 0.0307916757980235 0.993047128895744
7.866988	13.0362427240098 -0.0530448269635901 -49.2498351095902 -0.00324473045699588 -0.124392635167259 0.0318806139264968 0.991715468517093
7.970621	14.2250528092636 -0.0243826291291399 -49.1686994084324 -0.00348116904959669 -0.136471961301817 0.0322161753609095 0.990113833498754
8.07425	15.4169782029221 -0.0201595076681226 -49.0744383355688 -0.00387988051033204 -0.148719269730088 0.0329967639397479 0.988321171941429
8.177962	16.4626007130472 0.0636019460754056 -48.9358120164039 -0.00361108980945242 -0.160022986039709 0.033695166950029 0.986531418502996
8.283921	18.0752502139152 0.211479551808985 -48.6594295891882 -0.00314942556630333 -0.176024421416855 0.0356668960110917 0.983734393376788
8.385961	19.5490166629398 0.265844993109563 -48.3413189980187 -0.00326184834169906 -0.191186738724837 0.0361194470955798 0.980883467503998
8.488779	21.1289394025851 0.249550290559187 -47.9315667851127 -0.00385057719155818 -0.207501651980161 0.0351567086876269 0.977595132616284
8.593446	22.8083056778952 0.166744686001354 -47.4094967481799 -0.00494571513028638 -0.225019600957117 0.0336259475760151 0.973761271943265
8.696029	24.6297409361443 0.0176093720542924 -46.7520175723843 -0.00689090443775797 -0.244013787171794 0.0330425868880125 0.969184179894542
8.799662	26.4697401413706 -0.0871505066471008 -46.0067016263525 -0.00874165775509355 -0.263440439713014 0.0336368661237462 0.964049417499373
8.903911	28.3360005926615 -0.138761295531907 -45.1480446725687 -0.0101101137286148 -0.283443835343473 0.0340778543247237 0.958329837608534
9.008027	30.310587393406 -0.113232907603903 -44.1404127312179 -0.0110179550486279 -0.304781156671722 0.0353319741497517 0.951703053902358
9.11058	32.2859439481898 0.0246535063577352 -43.0225515873668 -0.0111985218269839 -0.326541127021933 0.0374599802087424 0.944373991252881
9.214197	34.1988431366777 0.211409709968404 -41.8136022968423 -0.0111044215414871 -0.348202856519655 0.0397612058125441 0.936509748505649
9.317832	36.1634831528536 0.296246764448218 -40.4508138335062 -0.0115086090589279 -0.370958846404051 0.0404254292218569 0.927697618227153
9.421456	38.167870033792 0.359554209321547 -38.8881274970068 -0.0115319956713748 -0.394821378437807 0.0390817325676495 0.917853861125951
9.525112	40.1367476920741 0.41308050613571 -37.1956868167085 -0.0117720980360441 -0.418962133926763 0.0382003370713755 0.907123410728108
9.630085	41.9298533590924 0.482826985424248 -35.4352391762701 -0.0119104309172641 -0.442253898918773 0.0373763062466108 0.896031607845319
9.732384	43.8985778929116 0.480414172057631 -33.3652374578677 -0.0129914789542726 -0.468078135978437 0.0371477643029832 0.882810355456268
9.836009	45.6562936261909 0.498803156525093 -31.2716635360902 -0.0135726931567492 -0.492689869232052 0.0363672395781258 0.869338770929977
9.939685	47.3254216837253 0.717576787644239 -29.0842263034988 -0.0123994250065934 -0.517099319078999 0.0359558101517103 0.855079954263855
10.0439	48.8260250845594 0.999689511338236 -26.8965300832967 -0.0105839786490631 -0.540555579348801 0.0356729779535721 0.840485028822502
10.14677	50.190207312794 1.4089296997982 -24.6706027539115 -0.00855738245269495 -0.563260572547987 0.0376745197482194 0.825375629141189
10.25036	51.4046386428695 1.43034208156302 -22.4845934799128 -0.00953991825215701 -0.584887289250864 0.0381684036534863 0.81015987421932
10.35367	52.4032171581711 1.0136114887405 -20.4309432661918 -0.012471517453283 -0.6045601433738 0.0341476784251648 0.795729495717254
10.45717	53.287487473444 0.580457359776248 -18.4445270318935 -0.0146151542283347 -0.623162481201517 0.0286989745814716 0.781429003907344
10.56299	53.9969305522707 0.227056131382212 -16.6228501288387 -0.0172722814078382 -0.63991168729036 0.0258264328669988 0.76782009359585
10.66453	54.6064593007072 0.234699115102556 -15.0437541273495 -0.0180288197096044 -0.655012608131216 0.0259338416374778 0.754957535697832
10.76705	54.9750555701089 -0.0405555959238256 -13.8983393238726 -0.0200670175749696 -0.666425516587187 0.0233399247909344 0.744935966078897
10.87022	55.3907298336168 -0.476865669261457 -12.7213477647452 -0.0232125560767228 -0.678092487789787 0.0209105979252276 0.734312264733371
10.97342	55.4022516763191 -0.589038016618379 -12.3828803036798 -0.0231127252186712 -0.683797255250972 0.0181132668371772 0.729080945580591
11.0772	55.3406392106744 -0.720876336620496 -12.3408591568378 -0.0233842445614824 -0.687465005699318 0.0157366965101834 0.725670310422076
11.18019	55.5745812632686 -0.847515880146365 -11.9399695814375 -0.0248067126861894 -0.693922084169017 0.0154904113540006 0.719455916136852
11.28415	55.7628028327266 -0.865508452810398 -11.7422596259965 -0.0252902074894977 -0.699132244429029 0.0160308123394298 0.714365119011633
11.3859	56.288329857553 -1.07491566080159 -10.9142975571949 -0.0277409706787537 -0.708725872302233 0.0165947920799419 0.704742995247958
11.48898	56.3412511298658 -1.38440699569314 -11.0726873931779 -0.0306470933800527 -0.711430142014642 0.0161259544286274 0.701903029124498
11.59255	56.4241038640279 -1.55035007226401 -11.2621262925383 -0.0320953517587646 -0.71409618065383 0.015519372689277 0.699139243815154
11.69527	56.4622195926555 -1.6007888286073 -11.686637030569 -0.0323085017108392 -0.715590664085857 0.0151959785704169 0.697606797863704
11.79949	56.5332942471089 -1.43626883469058 -12.113165021514 -0.030565941417485 -0.717077481157181 0.0151769643984101 0.696157503007893
11.90171	56.5471736075016 -1.21469310952219 -12.7325461663417 -0.0273085658925215 -0.717645736384237 0.0136462138795856 0.695738902265191
12.00482	56.5664698991818 -1.19588441836499 -13.3341692319431 -0.025551705553833 -0.718238917528474 0.0109261805171513 0.695241387052096
12.108	56.5799240726716 -1.2938578178215 -13.9673892305377 -0.0254392734793821 -0.718563800003954 0.00907982232793006 0.694936303207144
12.21119	56.6014343001816 -1.52036061747166 -14.6009098066286 -0.0275134057154809 -0.718814621584179 0.00878646948907137 0.69460157662983
12.3145	56.6228428062612 -1.68902445648628 -15.2855579007198 -0.0306085091383176 -0.718855875353717 0.0118340398835848 0.694384119301274
12.41765	56.5661339198968 -1.89318427548599 -16.1621990168699 -0.0338429742188329 -0.717682507205413 0.014494906795043 0.695396555660423
12.52105	56.6335667795457 -1.95277960013109 -16.7902847709288 -0.0346106949512932 -0.718061031811226 0.0156558127177213 0.694942695419798
12.62455	56.5241935823445 -1.86958593441209 -17.8218164474807 -0.0327570653613059 -0.716505553330186 0.0135265899383365 0.696680556697658
12.72743	56.4775596437193 -1.76729691998314 -18.7120896811967 -0.0305706900201408 -0.715609102071569 0.0111212345945714 0.697743050187609
12.83073	56.3972658071813 -1.67927567832106 -19.6792411132589 -0.029490768875031 -0.714273058178639 0.0105771251432607 0.69916551497839
12.93413	56.2972904332792 -2.20063585376935 -20.5817057723442 -0.0339217097976909 -0.712935007896944 0.00992925143516863 0.700338776654073
13.03771	56.2262712440195 -2.42572771869858 -21.4867547503293 -0.0364760035363338 -0.711730491662427 0.0113100886626417 0.701413779661065
13.14165	56.1939052108045 -2.10785903178042 -22.3744976334456 -0.0344444893319505 -0.710869380749705 0.0134203904254895 0.70235190167609
13.24421	56.1631068868729 -1.8158029239114 -23.2800489114305 -0.0320441773121045 -0.709975815082993 0.0145448998355764 0.703346257960049
13.34803	56.0298954553053 -1.98724191391559 -24.3083917421834 -0.0323919676128087 -0.708189029852061 0.0117777522514008 0.705181071061378
13.45277	55.9162354733536 -2.34759657014804 -25.2434999271447 -0.0350064234687902 -0.706781845465245 0.0108371776042678 0.706481796522911
13.55488	55.8291442493786 -2.37581633723824 -26.1355175386176 -0.0357308799660631 -0.705601883149409 0.011910262322942 0.707606834594082
13.65796	55.7234311255967 -2.22824099966821 -27.1306405094398 -0.0349233952468096 -0.704054146073196 0.0135922091349083 0.709156800511996
13.76127	55.5804276887853 -2.240247861769 -28.1471515922169 -0.0349300880925291 -0.702340479178111 0.0139827826927766 0.710846131059231
13.86467	55.4325143774421 -2.25280578000483 -29.1629531870686 -0.0349365733457861 -0.700622638214263 0.0143732731497868 0.712531236987896
13.96817	55.3183718804616 -2.53680928397456 -30.0986694551694 -0.0367997644233199 -0.699315730526204 0.0129454121740714 0.713747646357334
14.07164	55.2066680340776 -2.74689341768066 -31.0298736125081 -0.0382646981539256 -0.698002576583096 0.0122972647132482 0.714966428050381
14.17505	55.1124502682836 -2.78973503908218 -31.9418068998454 -0.0385044599680191 -0.696985898468126 0.0121518496801286 0.715947202277167
14.2786	54.983514877056 -2.8207736601406 -32.904473283607 -0.0384107397362237 -0.695602334800008 0.011040454297129 0.717314516277627
14.38212	54.8760225748326 -2.92490342557622 -33.8631036846418 -0.0389310059935552 -0.694367983514277 0.0100908262936727 0.718495410888168
14.4855	54.7686382010235 -2.83376433183553 -34.7692895708416 -0.0383163789931848 -0.693252265786451 0.0108226490138415 0.719594344996628
14.58897	54.6532225624776 -2.78975683932265 -35.718272982193 -0.0382259827992656 -0.691979277008518 0.0124273466348491 0.720797485765187
14.69245	54.5610188879335 -2.88135306795331 -36.6037264592102 -0.0387712511043037 -0.691049978203133 0.0118699271215518 0.721668776200956
14.79597	54.4587297332503 -2.74932961271189 -37.5419306408358 -0.0378314909033821 -0.689951854500281 0.012342519581596 0.722760595894677
14.89949	54.4040137327018 -2.70363578221261 -38.4163459416701 -0.0375550504357444 -0.689217584621035 0.0132935307175313 0.723458375635377
15.00287	54.3288013093412 -2.55788459770885 -39.3043498046969 -0.0366171984211398 -0.688335873565238 0.0144296603082851 0.72432360920127
15.1064	54.1954847186268 -2.56151024201249 -40.2500179108524 -0.0367632239945607 -0.687080013772563 0.0157424869788246 0.725480319608701
15.20987	53.0729008973371 -2.63342158703968 -42.1657806368964 -0.0372971637762835 -0.679401894990149 0.0166237135313986 0.732629264230187
15.31336	51.8641072703685 -2.77837594300068 -44.1450995960485 -0.0380952379963429 -0.67128807193129 0.0160497836536159 0.740042891844416
15.41675	51.6537367563459 -2.66129630132567 -45.1832418854479 -0.0373867980070725 -0.669519856492225 0.019038894269707 0.741608326276341
15.52022	52.8674143234423 -2.3681525220328 -44.8659486890407 -0.0356870951705856 -0.676937515648411 0.0212343589273532 0.734868105953026
15.62392	52.6710776149902 -2.56765973205588 -45.8739096532633 -0.0369614426563185 -0.675320972688586 0.0208593058193796 0.736301789325844
15.7272	53.125340294072 -2.47734751170415 -46.2656993105075 -0.0365226426040172 -0.677879164081881 0.0211564868909979 0.73396072002751
15.83062	52.8733293834941 -2.32139241739543 -47.3479638426766 -0.035459370250531 -0.675904333460159 0.0227929868196089 0.735782878859691
15.93425	52.534039401562 -2.25175424955529 -48.4925734633424 -0.0347521803544012 -0.673449989232889 0.0225472440314451 0.73807114816217
16.03941	52.7247447851765 -2.28598546073627 -49.1631911720519 -0.0350104448573264 -0.67429003497962 0.0227029695898935 0.737286777753322
16.14091	52.4769525473289 -2.27724640152312 -50.2461752142046 -0.0350262687835242 -0.672299339242715 0.0246764060230852 0.739038452270717
16.2443	52.0770297867179 -2.66939120618237 -51.4405535892407 -0.0377566625498801 -0.669303813058042 0.028378515448513 0.74148600804061
16.34828	51.6683503857682 -3.07283765923265 -52.6281846648658 -0.0404856923805622 -0.666284108694323 0.0320795997179292 0.743906778095089
16.45345	51.2794752449566 -3.06528201596486 -53.8254627711918 -0.0403078316366377 -0.663421042004218 0.0344932878529751 0.746363190965285
16.55445	50.8796633097118 -2.78999587697973 -55.0498265369795 -0.038289044344506 -0.660603829980201 0.0351220475984269 0.74893455700159
16.65802	50.4844812096527 -2.76988914193179 -56.2338269476481 -0.0379694086804483 -0.657875256297324 0.0341726656735823 0.751392507333516
16.7614	50.0712526075755 -2.61605658016964 -57.4393028394095 -0.0367693508071932 -0.655123081577139 0.0330662126794743 0.753902107972333
16.86471	49.649141608823 -2.23975109802024 -58.6416023282827 -0.0341377800387691 -0.652385631324084 0.0319684473851523 0.756442739662219
16.96808	49.1675259804024 -1.67246595198572 -59.890041425111 -0.0303490889890943 -0.649460236508197 0.0300670130147303 0.759194513099654
17.07343	48.7444542118327 -1.59256746675878 -61.0702230599699 -0.0297136698706388 -0.646721652384685 0.0293365561360782 0.761582279621654
17.17558	48.2975170257608 -1.67800063931425 -62.2283194328065 -0.0301733758894399 -0.643888976186994 0.0298506052819511 0.763940766746088
17.27948	47.9287045267174 -2.19843540940963 -63.3000181212212 -0.0332587954686925 -0.641494569729939 0.0313992936703684 0.765762792180434
17.38334	47.6274407394677 -2.38627762590687 -64.328206061633 -0.0342065788940122 -0.639526200744702 0.0331846932038399 0.767290638974817
17.48544	47.3216283027107 -2.51907952094915 -65.343241888744 -0.034886764238471 -0.637570572550301 0.0344198632824511 0.768831549632602
17.58887	46.9351412651391 -2.38116924542583 -66.411923510686 -0.0338652424964353 -0.635338427966633 0.0348802472731255 0.770702014821364
17.69388	46.5510704582229 -2.4883960848776 -67.4461374061177 -0.0345413577714052 -0.633187639854407 0.0327334120665686 0.77253403230757
17.79578	46.2548696456378 -2.11182956705205 -68.4479891768917 -0.0323458450228169 -0.631552933748779 0.0303548272850494 0.774062802777375
17.89936	45.9736073732309 -1.55234711219187 -69.4025131322066 -0.0290428974429218 -0.630094765114231 0.0290506281102242 0.775430949917634
18.00309	45.7275841814995 -1.06793231475355 -70.3322963824389 -0.0260986825330314 -0.62875433120629 0.0291383648201422 0.776619472750316
18.10634	45.5272270146945 -1.02756824091326 -71.2254622406899 -0.0257296247385448 -0.627602774020636 0.0297298936164616 0.777540274119592
18.20979	45.4082164899555 -0.922262443329916 -72.0341387428393 -0.0250601005166935 -0.626901627465728 0.0307010992978323 0.778089829868518
18.31337	45.2358600902703 -1.12293781503214 -72.8569273918515 -0.0258432866116701 -0.625911699613645 0.0332162940058489 0.778757566021919
18.41719	45.1684041009987 -1.42003818965655 -73.6215773062408 -0.0273222197170863 -0.625365069812401 0.0350040584004686 0.779067867174458
18.52047	44.9892544314773 -1.68405118384842 -74.4269167618828 -0.0285539918701996 -0.624330576352999 0.0372865014950184 0.779747214028541
18.62397	44.8549050396546 -1.96320421041813 -75.1960932199033 -0.0299964801224882 -0.623557293786188 0.0378373414974322 0.78028510695432
18.72749	44.7694341436688 -1.81773386563825 -75.942626142901 -0.0289906512201338 -0.62308867442978 0.0387577386937167 0.780652216822909
18.83095	44.6489346460033 -1.57097880163768 -76.699209976152 -0.0278508611731969 -0.622556069096832 0.0369360773934095 0.781206756594822
18.93468	44.5888561052171 -1.39198427324536 -77.4094860613975 -0.0269195677377013 -0.622285511001967 0.0362748557487031 0.781485901670815
19.03803	44.5281916035345 -1.21138063069931 -78.119304863673 -0.0259882351168665 -0.622014047080196 0.0356135813006777 0.781763909180621
19.14151	44.6439464065035 -1.15472109152385 -78.710387982791 -0.0257050623680032 -0.622584805548834 0.0354372532241956 0.781326827103935
19.2455	44.747116930591 -1.15780093706689 -79.2979871535939 -0.0256165505229642 -0.623089432905256 0.0361557900555095 0.780894429347894
19.3518	44.9356183057374 -1.29124692919584 -79.8253479535647 -0.0262194475923285 -0.623957689303916 0.0374277750087426 0.780120826657234
19.45211	45.1659038012871 -1.69702400667582 -80.3118161901682 -0.0284134874939412 -0.62494136354672 0.0379866730364571 0.779229092455114
19.55775	45.2808916094391 -1.89928514004403 -80.8553276844989 -0.0296257189682726 -0.625482266522206 0.0373113627719209 0.778782455663942
19.66007	45.4458345368754 -1.7583838660151 -81.3590070383019 -0.0288167256981532 -0.62632142153636 0.0374927990156396 0.778129400078601
19.76396	45.6949922881156 -1.47763842429418 -81.8284567755045 -0.0274418433467013 -0.627542856109542 0.0367604826376752 0.777229422947857
19.86698	45.9182477805353 -1.08858541770732 -82.3076431476641 -0.0256704294736449 -0.628642654215118 0.0354313707229791 0.776462529888404
19.96985	46.0307323987414 -1.26350216319973 -82.8138945166867 -0.0268859285374506 -0.629188770754187 0.0339616218455709 0.776044615885668
20.07335	46.1944072604875 -1.60616774095649 -83.2811220415643 -0.0288544653077597 -0.629900607613119 0.033331448415313 0.775423535177367
20.17718	46.4955272431045 -2.01807952933835 -83.668980391344 -0.0312057145422312 -0.631185305225376 0.0325679659939375 0.774319469882087
20.28031	46.6495051217429 -2.14393400742918 -84.156193559264 -0.0316876431574023 -0.631855473971732 0.0334976099849516 0.773713424601372
20.38385	46.791480763366 -2.34275377961602 -84.6299048369242 -0.0325527540395487 -0.632429480638886 0.0344710044477975 0.773165583866502
20.48764	46.8767930565382 -2.31053809688022 -85.1401956705896 -0.0326108049129685 -0.632857831135647 0.0333039824688457 0.772863730372261
20.59089	46.8152795134675 -2.58200649124592 -85.721011268488 -0.0344534471273598 -0.632597375034278 0.0307920465141134 0.773101138889509
20.69425	46.6544611526848 -2.73783789787506 -86.3607090868697 -0.0355129852659773 -0.631863977386636 0.0290567476755084 0.773719876552982
20.79773	46.4323625735827 -2.91059975847578 -87.0374233853455 -0.0365682431505066 -0.630876951522154 0.027907698202555 0.774518041114624
20.90208	46.2560842784265 -2.80236995056894 -87.7373197920243 -0.0357277362322413 -0.629968477993693 0.0289265513273834 0.775258989129654
21.00461	45.6948454723878 -2.74780676448415 -88.6076219256474 -0.0353241877811595 -0.627488682738601 0.0293757359550079 0.777269078845723
21.1082	45.1388704782423 -2.73241192196389 -89.4465242177427 -0.0353642176216739 -0.625042920564392 0.0284189591794554 0.779270865824906
21.21357	44.4327671742879 -2.66022882143029 -90.3814804730626 -0.0347503817898037 -0.621950595672409 0.0290191074117847 0.781746607868062
21.3161	44.2966298103715 -2.61984047711811 -91.1040982365199 -0.0345285084753776 -0.620920620611088 0.0285003875872894 0.782593823710475
21.41797	43.4093952270377 -2.47338064573341 -92.1377367479895 -0.0333747945589274 -0.617112577961819 0.0296876417680213 0.785606029212939
21.52429	42.4202898502654 -2.37729306387353 -93.2108961981045 -0.0327503015656975 -0.612911449202619 0.0297619377312727 0.788911402025716
